ID DECISÃO TRF2,NUMERO PROCESSO,TEMA TNU,CONSONÂNCIA OU DISSONÂNCIA
44,5009386-23.2025.4.02.5101,230,CONSONANCIA
77,5005890-61.2022.4.02.5110,164,CONSONANCIA
1633,5003107-75.2022.4.02.5117,120,CONSONANCIA
1634,5003107-75.2022.4.02.5117,120,CONSONANCIA
1749,5004035-58.2024.4.02.5116,120,CONSONANCIA
1797,5027251-05.2024.4.02.5001,301,CONSONANCIA
748,5014171-19.2021.4.02.5117,164,CONSONANCIA
1269,5005686-52.2020.4.02.5121,164,CONSONANCIA
1046,5008449-53.2024.4.02.5002,120,CONSONANCIA
1255,5007962-83.2024.4.02.5002,120,CONSONANCIA
216,5005233-31.2022.4.02.5107,164,CONSONANCIA
1076,5006089-62.2022.4.02.5117,164,CONSONANCIA
1356,5119184-84.2023.4.02.5101,271,CONSONANCIA
1419,5068252-58.2024.4.02.5101,322,CONSONANCIA
1915,5026641-37.2024.4.02.5001,244,CONSONANCIA
986,5078238-36.2024.4.02.5101,120,CONSONANCIA
727,5085692-67.2024.4.02.5101,164,CONSONANCIA
194,5014785-50.2023.4.02.5118,271,CONSONANCIA
803,5082711-65.2024.4.02.5101,157,CONSONANCIA
1421,5006993-56.2024.4.02.5103,120,CONSONANCIA
214,5001647-58.2023.4.02.5104,164,CONSONANCIA
195,5005512-64.2024.4.02.5101,294,CONSONANCIA
315,5098869-98.2024.4.02.5101,244,CONSONANCIA
64,5000994-71.2025.4.02.0000,164,CONSONANCIA
466,5093200-64.2024.4.02.5101,313,CONSONANCIA
1229,5013100-02.2024.4.02.0000,164,CONSONANCIA
1443,5015565-58.2021.4.02.5118,164,CONSONANCIA
1302,5007177-12.2024.4.02.5103,120,CONSONANCIA
1974,5026364-21.2024.4.02.5001,120,CONSONANCIA
1088,5013602-38.2024.4.02.0000,273,CONSONANCIA
1388,5069447-78.2024.4.02.5101,76,CONSONANCIA
1569,5003692-74.2024.4.02.5112,120,CONSONANCIA
875,5080903-25.2024.4.02.5101,167,CONSONANCIA
193,5011563-74.2023.4.02.5118,271,CONSONANCIA
1042,5011212-92.2023.4.02.5121,271,CONSONANCIA
1135,5007309-43.2022.4.02.5102,271,CONSONANCIA
1354,5011073-52.2023.4.02.5118,271,CONSONANCIA
1473,5082300-56.2023.4.02.5101,271,CONSONANCIA
1393,5029943-74.2024.4.02.5001,157,CONSONANCIA
324,5039399-48.2024.4.02.5001,93,CONSONANCIA
572,5090001-34.2024.4.02.5101,81,CONSONANCIA
1570,5005865-98.2024.4.02.5006,120,CONSONANCIA
293,5099880-65.2024.4.02.5101,244,CONSONANCIA
578,5089773-59.2024.4.02.5101,71,CONSONANCIA
449,5004651-60.2024.4.02.5107,294,CONSONANCIA
655,5087405-77.2024.4.02.5101,294,CONSONANCIA
656,5087405-77.2024.4.02.5101,294,CONSONANCIA
927,5010632-85.2024.4.02.5102,294,CONSONANCIA
928,5002424-06.2024.4.02.5105,294,CONSONANCIA
929,5012117-96.2024.4.02.5110,294,CONSONANCIA
1368,5069686-82.2024.4.02.5101,294,CONSONANCIA
1369,5069686-82.2024.4.02.5101,294,CONSONANCIA
