ID DECISÃO TRF2,NUMERO PROCESSO,TEMA TNU,CONSONÂNCIA OU DISSONÂNCIA
TRF2-LIVE-1,5035475-29.2024.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-2,5002000-48.2025.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-3,5000554-07.2025.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-4,5002738-33.2025.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-5,5001000-98.2025.4.02.5005,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-6,5036398-55.2024.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-7,5022737-72.2025.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-8,5000508-12.2025.4.02.5004,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-9,5026283-72.2024.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-10,5004362-23.2025.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-11,5006918-29.2024.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-12,5003490-39.2024.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-13,5010446-71.2024.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-14,5005692-52.2025.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-15,5004400-69.2024.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-16,5003978-54.2025.4.02.5003,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-17,5004258-59.2024.4.02.5003,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-18,5006099-80.2024.4.02.5006,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-19,5005728-02.2022.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-20,5002707-47.2024.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
