ID DECISÃO TRF2,NUMERO PROCESSO,TEMA TNU,CONSONÂNCIA OU DISSONÂNCIA
TRF2-LIVE-1,5005545-26.2025.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-2,5006229-17.2026.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-3,0025727-52.2017.4.02.5050,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-4,5036398-55.2024.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-5,5002738-33.2025.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-6,5002000-48.2025.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-7,5006121-07.2025.4.02.5006,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-8,5042404-78.2024.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-9,5001404-55.2025.4.02.5004,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-10,5000056-47.2021.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-11,5000554-07.2025.4.02.5002,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-12,5030967-06.2025.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-13,5003031-91.2025.4.02.5005,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-14,5008397-45.2024.4.02.5006,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-15,5004400-69.2024.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-16,5003798-29.2025.4.02.5006,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-17,5022737-72.2025.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-18,5029951-17.2025.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-19,5031804-32.2023.4.02.5001,NENHUM_TEMA,NAO_APLICAVEL
TRF2-LIVE-20,5004422-24.2024.4.02.5003,NENHUM_TEMA,NAO_APLICAVEL
